OutputID	OutputName	OutputType	OutputTier	BuildingResourceTier	ConstructionTime	PlanetTypes	Factions	ResourceType	ProductionSteps	Ingredient1	Quantity1	Ingredient2	Quantity2	Ingredient3	Quantity3	Ingredient4	Quantity4	Ingredient5	Quantity5	Ingredient6	Quantity6	Ingredient7	Quantity7	Ingredient8	Quantity8
terrestrial-dysprosium-extractor-t2	Dysprosium Extractor	BUILDING	2	4	250	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	26	Aluminum	24	Bio Stabilizer	21	Boron Composite	19								
terrestrial-dysprosium-extractor-t3	Dysprosium Extractor	BUILDING	3	4	200	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	32	Aluminum	29	Bio Stabilizer	26	Boron Composite	23	Capacity Control Core	17						
terrestrial-dysprosium-extractor-t4	Dysprosium Extractor	BUILDING	4	4	160	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	39	Aluminum	35	Bio Stabilizer	32	Boron Composite	28	Capacity Control Core	21	Chisenic Processor	21				
terrestrial-dysprosium-extractor-t5	Dysprosium Extractor	BUILDING	5	4	120	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	47	Aluminum	42	Bio Stabilizer	39	Boron Composite	34	Capacity Control Core	26	Chisenic Processor	26	Adaptive Utility Core	19		
terrestrial-ochre-ore-extractor-t1	Ochre Ore Extractor	BUILDING	1	4	300	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	21	Aluminum	20	Bio Stabilizer	17										
terrestrial-ochre-ore-extractor-t2	Ochre Ore Extractor	BUILDING	2	4	250	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	26	Aluminum	24	Bio Stabilizer	21	Boron Composite	19								
terrestrial-ochre-ore-extractor-t3	Ochre Ore Extractor	BUILDING	3	4	200	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	32	Aluminum	29	Bio Stabilizer	26	Boron Composite	23	Capacity Control Core	17						
terrestrial-ochre-ore-extractor-t4	Ochre Ore Extractor	BUILDING	4	4	160	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	39	Aluminum	35	Bio Stabilizer	32	Boron Composite	28	Capacity Control Core	21	Chisenic Processor	21				
terrestrial-ochre-ore-extractor-t5	Ochre Ore Extractor	BUILDING	5	4	120	Terrestrial Planet	MUD;ONI;USTUR	Extraction		Aerogel	47	Aluminum	42	Bio Stabilizer	39	Boron Composite	34	Capacity Control Core	26	Chisenic Processor	26	Adaptive Utility Core	19		
barren-central-hub-t1	Central Hub	BUILDING	1			Barren Planet	MUD;ONI;USTUR	Infrastructure		Auto-Built															
barren-central-hub-t2	Central Hub	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	30	Barrier Material	27	Base Structure	24	Boron Composite	19								
barren-central-hub-t3	Central Hub	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	36	Barrier Material	33	Base Structure	29	Boron Composite	23	Aerogel	19						
barren-central-hub-t4	Central Hub	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	44	Barrier Material	40	Base Structure	35	Boron Composite	28	Aerogel	23	Energy Substrate	19				
barren-central-hub-t5	Central Hub	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	53	Barrier Material	48	Base Structure	42	Boron Composite	34	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-cultivation-hub-t1	Cultivation Hub	BUILDING	1			Barren Planet	MUD;ONI;USTUR	Infrastructure		Auto-Built															
barren-cultivation-hub-t2	Cultivation Hub	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	30	Barrier Material	27	Base Structure	24	Boron Composite	19								
barren-cultivation-hub-t3	Cultivation Hub	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	36	Barrier Material	33	Base Structure	29	Boron Composite	23	Aerogel	19						
barren-cultivation-hub-t4	Cultivation Hub	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	44	Barrier Material	40	Base Structure	35	Boron Composite	28	Aerogel	23	Energy Substrate	19				
barren-cultivation-hub-t5	Cultivation Hub	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	53	Barrier Material	48	Base Structure	42	Boron Composite	34	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-processing-hub-t1	Processing Hub	BUILDING	1		90	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Arco	25	Carbon	20	Copper Ore	15										
barren-processing-hub-t2	Processing Hub	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	24	Barrier Material	21	Base Structure	18	Boron Composite	15								
barren-processing-hub-t3	Processing Hub	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	29	Barrier Material	26	Base Structure	22	Boron Composite	18	Aerogel	19						
barren-processing-hub-t4	Processing Hub	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	35	Barrier Material	32	Base Structure	27	Boron Composite	22	Aerogel	23	Energy Substrate	19				
barren-processing-hub-t5	Processing Hub	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	42	Barrier Material	39	Base Structure	33	Boron Composite	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-extraction-hub-t1	Extraction Hub	BUILDING	1		90	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Arco	25	Carbon	20	Copper Ore	15										
barren-extraction-hub-t2	Extraction Hub	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	24	Barrier Material	21	Base Structure	18	Boron Composite	15								
barren-extraction-hub-t3	Extraction Hub	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	29	Barrier Material	26	Base Structure	22	Boron Composite	18	Aerogel	19						
barren-extraction-hub-t4	Extraction Hub	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	35	Barrier Material	32	Base Structure	27	Boron Composite	22	Aerogel	23	Energy Substrate	19				
barren-extraction-hub-t5	Extraction Hub	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	42	Barrier Material	39	Base Structure	33	Boron Composite	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-storage-hub-t1	Storage Hub	BUILDING	1		90	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Arco	25	Carbon	20	Copper Ore	15										
barren-storage-hub-t2	Storage Hub	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	24	Barrier Material	21	Base Structure	18	Boron Composite	15								
barren-storage-hub-t3	Storage Hub	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	29	Barrier Material	26	Base Structure	22	Boron Composite	18	Aerogel	19						
barren-storage-hub-t4	Storage Hub	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	35	Barrier Material	32	Base Structure	27	Boron Composite	22	Aerogel	23	Energy Substrate	19				
barren-storage-hub-t5	Storage Hub	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	42	Barrier Material	39	Base Structure	33	Boron Composite	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-farm-hub-t1	Farm Hub	BUILDING	1		90	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Arco	25	Carbon	20	Copper Ore	15										
barren-farm-hub-t2	Farm Hub	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	24	Barrier Material	21	Base Structure	18	Boron Composite	15								
barren-farm-hub-t3	Farm Hub	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	29	Barrier Material	26	Base Structure	22	Boron Composite	18	Aerogel	19						
barren-farm-hub-t4	Farm Hub	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	35	Barrier Material	32	Base Structure	27	Boron Composite	22	Aerogel	23	Energy Substrate	19				
barren-farm-hub-t5	Farm Hub	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	42	Barrier Material	39	Base Structure	33	Boron Composite	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-power-plant-t1	Power Plant	BUILDING	1		90	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Arco	25	Carbon	20	Copper Ore	15										
barren-power-plant-t2	Power Plant	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	24	Barrier Material	21	Base Structure	18	Boron Composite	15								
barren-power-plant-t3	Power Plant	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	29	Barrier Material	26	Base Structure	22	Boron Composite	18	Aerogel	19						
barren-power-plant-t4	Power Plant	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	35	Barrier Material	32	Base Structure	27	Boron Composite	22	Aerogel	23	Energy Substrate	19				
barren-power-plant-t5	Power Plant	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	42	Barrier Material	39	Base Structure	33	Boron Composite	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-crew-quarters-t1	Crew Quarters	BUILDING	1		90	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Arco	25	Carbon	20	Copper Ore	15										
barren-crew-quarters-t2	Crew Quarters	BUILDING	2		135	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	24	Barrier Material	21	Base Structure	18	Boron Composite	15								
barren-crew-quarters-t3	Crew Quarters	BUILDING	3		180	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	29	Barrier Material	26	Base Structure	22	Boron Composite	18	Aerogel	19						
barren-crew-quarters-t4	Crew Quarters	BUILDING	4		270	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	35	Barrier Material	32	Base Structure	27	Boron Composite	22	Aerogel	23	Energy Substrate	19				
barren-crew-quarters-t5	Crew Quarters	BUILDING	5		360	Barren Planet	MUD;ONI;USTUR	Infrastructure	1	Alloy Frame	42	Barrier Material	39	Base Structure	33	Boron Composite	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
barren-copper-processor-t1	Copper Processor	BUILDING	1	1	60	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	25	Carbon	20	Copper Ore	15										
barren-copper-processor-t2	Copper Processor	BUILDING	2	1	45	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	30	Carbon	24	Copper	18	Alloy Frame	21								
barren-copper-processor-t3	Copper Processor	BUILDING	3	1	30	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	36	Carbon	29	Copper	22	Alloy Frame	26	Barrier Material	23						
barren-copper-processor-t4	Copper Processor	BUILDING	4	1	25	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	44	Carbon	35	Copper	27	Alloy Frame	32	Barrier Material	28	Aerogel	21				
barren-copper-processor-t5	Copper Processor	BUILDING	5	1	20	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	53	Carbon	42	Copper	33	Alloy Frame	39	Barrier Material	34	Aerogel	26	Base Structure	27		
barren-tin-processor-t1	Tin Processor	BUILDING	1	1	60	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	25	Carbon	20	Copper Ore	15										
barren-tin-processor-t2	Tin Processor	BUILDING	2	1	45	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	30	Carbon	24	Copper	18	Alloy Frame	21								
barren-tin-processor-t3	Tin Processor	BUILDING	3	1	30	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	36	Carbon	29	Copper	22	Alloy Frame	26	Barrier Material	23						
barren-tin-processor-t4	Tin Processor	BUILDING	4	1	25	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	44	Carbon	35	Copper	27	Alloy Frame	32	Barrier Material	28	Aerogel	21				
barren-tin-processor-t5	Tin Processor	BUILDING	5	1	20	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	53	Carbon	42	Copper	33	Alloy Frame	39	Barrier Material	34	Aerogel	26	Base Structure	27		
barren-zinc-processor-t1	Zinc Processor	BUILDING	1	1	60	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	25	Carbon	20	Copper Ore	15										
barren-zinc-processor-t2	Zinc Processor	BUILDING	2	1	45	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	30	Carbon	24	Copper	18	Alloy Frame	21								
barren-zinc-processor-t3	Zinc Processor	BUILDING	3	1	30	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	36	Carbon	29	Copper	22	Alloy Frame	26	Barrier Material	23						
barren-zinc-processor-t4	Zinc Processor	BUILDING	4	1	25	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	44	Carbon	35	Copper	27	Alloy Frame	32	Barrier Material	28	Aerogel	21				
barren-zinc-processor-t5	Zinc Processor	BUILDING	5	1	20	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	53	Carbon	42	Copper	33	Alloy Frame	39	Barrier Material	34	Aerogel	26	Base Structure	27		
barren-lithium-processor-t1	Lithium Processor	BUILDING	1	2	60	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	25	Carbon	20	Copper Ore	15										
barren-lithium-processor-t2	Lithium Processor	BUILDING	2	2	45	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	30	Carbon	24	Copper	18	Alloy Frame	21								
barren-lithium-processor-t3	Lithium Processor	BUILDING	3	2	30	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	36	Carbon	29	Copper	22	Alloy Frame	26	Barrier Material	23						
barren-lithium-processor-t4	Lithium Processor	BUILDING	4	2	25	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	44	Carbon	35	Copper	27	Alloy Frame	32	Barrier Material	28	Aerogel	21				
barren-lithium-processor-t5	Lithium Processor	BUILDING	5	2	20	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	53	Carbon	42	Copper	33	Alloy Frame	39	Barrier Material	34	Aerogel	26	Base Structure	27		
barren-manganese-processor-t1	Manganese Processor	BUILDING	1	2	60	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	25	Carbon	20	Copper Ore	15										
barren-manganese-processor-t2	Manganese Processor	BUILDING	2	2	45	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	30	Carbon	24	Copper	18	Alloy Frame	21								
barren-manganese-processor-t3	Manganese Processor	BUILDING	3	2	30	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	36	Carbon	29	Copper	22	Alloy Frame	26	Barrier Material	23						
barren-manganese-processor-t4	Manganese Processor	BUILDING	4	2	25	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	44	Carbon	35	Copper	27	Alloy Frame	32	Barrier Material	28	Aerogel	21				
barren-manganese-processor-t5	Manganese Processor	BUILDING	5	2	20	Barren Planet	MUD;ONI;USTUR	Processing	1	Arco	53	Carbon	42	Copper	33	Alloy Frame	39	Barrier Material	34	Aerogel	26	Base Structure	27		
barren-arco-extractor-t1	Arco Extractor	BUILDING	1	1	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-arco-extractor-t2	Arco Extractor	BUILDING	2	1	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Copper	21								
barren-arco-extractor-t3	Arco Extractor	BUILDING	3	1	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Copper	26	Copper Wire	23						
barren-arco-extractor-t4	Arco Extractor	BUILDING	4	1	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Copper	32	Copper Wire	28	Aerogel	21				
barren-arco-extractor-t5	Arco Extractor	BUILDING	5	1	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Copper	39	Copper Wire	34	Aerogel	26	Boron Composite	25		
barren-copper-ore-extractor-t1	Copper Ore Extractor	BUILDING	1	1	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-copper-ore-extractor-t2	Copper Ore Extractor	BUILDING	2	1	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Copper	21								
barren-copper-ore-extractor-t3	Copper Ore Extractor	BUILDING	3	1	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Copper	26	Copper Wire	23						
barren-copper-ore-extractor-t4	Copper Ore Extractor	BUILDING	4	1	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Copper	32	Copper Wire	28	Aerogel	21				
barren-copper-ore-extractor-t5	Copper Ore Extractor	BUILDING	5	1	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Copper	39	Copper Wire	34	Aerogel	26	Boron Composite	25		
barren-krypton-extractor-t1	Krypton Extractor	BUILDING	1	1	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-krypton-extractor-t2	Krypton Extractor	BUILDING	2	1	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Copper	21								
barren-krypton-extractor-t3	Krypton Extractor	BUILDING	3	1	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Copper	26	Copper Wire	23						
barren-krypton-extractor-t4	Krypton Extractor	BUILDING	4	1	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Copper	32	Copper Wire	28	Aerogel	21				
barren-krypton-extractor-t5	Krypton Extractor	BUILDING	5	1	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Copper	39	Copper Wire	34	Aerogel	26	Boron Composite	25		
barren-tin-ore-extractor-t1	Tin Ore Extractor	BUILDING	1	1	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-tin-ore-extractor-t2	Tin Ore Extractor	BUILDING	2	1	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Copper	21								
barren-tin-ore-extractor-t3	Tin Ore Extractor	BUILDING	3	1	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Copper	26	Copper Wire	23						
barren-tin-ore-extractor-t4	Tin Ore Extractor	BUILDING	4	1	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Copper	32	Copper Wire	28	Aerogel	21				
barren-tin-ore-extractor-t5	Tin Ore Extractor	BUILDING	5	1	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Copper	39	Copper Wire	34	Aerogel	26	Boron Composite	25		
barren-zinc-ore-extractor-t1	Zinc Ore Extractor	BUILDING	1	1	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-zinc-ore-extractor-t2	Zinc Ore Extractor	BUILDING	2	1	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Copper	21								
barren-zinc-ore-extractor-t3	Zinc Ore Extractor	BUILDING	3	1	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Copper	26	Copper Wire	23						
barren-zinc-ore-extractor-t4	Zinc Ore Extractor	BUILDING	4	1	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Copper	32	Copper Wire	28	Aerogel	21				
barren-zinc-ore-extractor-t5	Zinc Ore Extractor	BUILDING	5	1	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Copper	39	Copper Wire	34	Aerogel	26	Boron Composite	25		
barren-lithium-ore-extractor-t1	Lithium Ore Extractor	BUILDING	1	2	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-lithium-ore-extractor-t2	Lithium Ore Extractor	BUILDING	2	2	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Boron Composite	19								
barren-lithium-ore-extractor-t3	Lithium Ore Extractor	BUILDING	3	2	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Boron Composite	23	Climate Controller	21						
barren-lithium-ore-extractor-t4	Lithium Ore Extractor	BUILDING	4	2	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Boron Composite	28	Climate Controller	26	Aerogel	21				
barren-lithium-ore-extractor-t5	Lithium Ore Extractor	BUILDING	5	2	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Boron Composite	34	Climate Controller	32	Aerogel	26	Copper	27		
barren-manganese-ore-extractor-t1	Manganese Ore Extractor	BUILDING	1	2	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-manganese-ore-extractor-t2	Manganese Ore Extractor	BUILDING	2	2	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Boron Composite	19								
barren-manganese-ore-extractor-t3	Manganese Ore Extractor	BUILDING	3	2	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Boron Composite	23	Climate Controller	21						
barren-manganese-ore-extractor-t4	Manganese Ore Extractor	BUILDING	4	2	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Boron Composite	28	Climate Controller	26	Aerogel	21				
barren-manganese-ore-extractor-t5	Manganese Ore Extractor	BUILDING	5	2	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Boron Composite	34	Climate Controller	32	Aerogel	26	Copper	27		
barren-rochinol-extractor-t1	Rochinol Extractor	BUILDING	1	2	90	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
barren-rochinol-extractor-t2	Rochinol Extractor	BUILDING	2	2	75	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Boron Composite	19								
barren-rochinol-extractor-t3	Rochinol Extractor	BUILDING	3	2	60	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Boron Composite	23	Climate Controller	21						
barren-rochinol-extractor-t4	Rochinol Extractor	BUILDING	4	2	50	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Boron Composite	28	Climate Controller	26	Aerogel	21				
barren-rochinol-extractor-t5	Rochinol Extractor	BUILDING	5	2	40	Barren Planet	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Boron Composite	34	Climate Controller	32	Aerogel	26	Copper	27		
barren-tungsten-ore-extractor-t1	Tungsten Ore Extractor	BUILDING	1	3	180	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	21	Alloy Frame	22	Barrier Material	19										
barren-tungsten-ore-extractor-t2	Tungsten Ore Extractor	BUILDING	2	3	150	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	26	Alloy Frame	27	Barrier Material	23	Base Structure	21								
barren-tungsten-ore-extractor-t3	Tungsten Ore Extractor	BUILDING	3	3	120	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	32	Alloy Frame	33	Barrier Material	28	Base Structure	26	Boron Composite	21						
barren-tungsten-ore-extractor-t4	Tungsten Ore Extractor	BUILDING	4	3	100	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	39	Alloy Frame	40	Barrier Material	34	Base Structure	32	Boron Composite	26	Climate Controller	23				
barren-tungsten-ore-extractor-t5	Tungsten Ore Extractor	BUILDING	5	3	80	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	47	Alloy Frame	48	Barrier Material	41	Base Structure	39	Boron Composite	32	Climate Controller	28	Coupling Interface	25		
barren-vanadium-ore-extractor-t1	Vanadium Ore Extractor	BUILDING	1	3	180	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	21	Alloy Frame	22	Barrier Material	19										
barren-vanadium-ore-extractor-t2	Vanadium Ore Extractor	BUILDING	2	3	150	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	26	Alloy Frame	27	Barrier Material	23	Base Structure	21								
barren-vanadium-ore-extractor-t3	Vanadium Ore Extractor	BUILDING	3	3	120	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	32	Alloy Frame	33	Barrier Material	28	Base Structure	26	Boron Composite	21						
barren-vanadium-ore-extractor-t4	Vanadium Ore Extractor	BUILDING	4	3	100	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	39	Alloy Frame	40	Barrier Material	34	Base Structure	32	Boron Composite	26	Climate Controller	23				
barren-vanadium-ore-extractor-t5	Vanadium Ore Extractor	BUILDING	5	3	80	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	47	Alloy Frame	48	Barrier Material	41	Base Structure	39	Boron Composite	32	Climate Controller	28	Coupling Interface	25		
barren-black-opal-extractor-t1	Black Opal Extractor	BUILDING	1	5	480	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	21	Energy Substrate	16	Life Support Hub	15										
barren-black-opal-extractor-t2	Black Opal Extractor	BUILDING	2	5	400	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	26	Energy Substrate	20	Life Support Hub	18	Medical Hub Core	17								
barren-black-opal-extractor-t3	Black Opal Extractor	BUILDING	3	5	320	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	32	Energy Substrate	24	Life Support Hub	22	Medical Hub Core	21	Particle Accelerator	15						
barren-black-opal-extractor-t4	Black Opal Extractor	BUILDING	4	5	250	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	39	Energy Substrate	29	Life Support Hub	27	Medical Hub Core	26	Particle Accelerator	18	Processing Platform Core	17				
barren-black-opal-extractor-t5	Black Opal Extractor	BUILDING	5	5	200	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	47	Energy Substrate	35	Life Support Hub	33	Medical Hub Core	32	Particle Accelerator	22	Processing Platform Core	21	Radiation Absorber	21		
barren-jasphorus-crystals-extractor-t1	Jasphorus Crystals Extractor	BUILDING	1	5	480	Barren Planet	MUD;ONI;USTUR	Extraction		Aerogel	21	Energy Substrate	16	Life Support Hub	15										
